data,valor,series
2000-08-31,0.8849999904632568,HG=F
2000-09-30,0.8657499849796295,HG=F
2000-10-31,0.8464999794960022,HG=F
2000-11-30,0.8410000205039978,HG=F
2000-12-31,0.8447500169277191,HG=F
2001-01-31,0.8485000133514404,HG=F
2001-02-28,0.8100000023841858,HG=F
2001-03-31,0.7882499992847443,HG=F
2001-04-30,0.7664999961853027,HG=F
2001-05-31,0.7519999742507935,HG=F
2001-06-30,0.7149999737739563,HG=F
2001-07-31,0.6779999732971191,HG=F
2001-08-31,0.6784999966621399,HG=F
2001-09-30,0.6502499878406525,HG=F
2001-10-31,0.621999979019165,HG=F
2001-11-30,0.722000002861023,HG=F
2001-12-31,0.652999997138977,HG=F
2002-01-31,0.7304999828338623,HG=F
2002-02-28,0.7139999866485596,HG=F
2002-03-31,0.72325000166893,HG=F
2002-04-30,0.7325000166893005,HG=F
2002-05-31,0.7615000009536743,HG=F
2002-06-30,0.7195000052452087,HG=F
2002-07-31,0.6775000095367432,HG=F
2002-08-31,0.6687500178813934,HG=F
2002-09-30,0.6600000262260437,HG=F
2002-10-31,0.7139999866485596,HG=F
2002-11-30,0.7055000066757202,HG=F
2002-12-31,0.6970000267028809,HG=F
2003-01-31,0.7914999723434448,HG=F
2003-02-28,0.7749999761581421,HG=F
2003-03-31,0.7124999761581421,HG=F
2003-04-30,0.7250000238418579,HG=F
2003-05-31,0.7365000247955322,HG=F
2003-06-30,0.7480000257492065,HG=F
2003-07-31,0.8180000185966492,HG=F
2003-08-31,0.815500020980835,HG=F
2003-09-30,0.8130000233650208,HG=F
2003-10-31,0.9369999766349792,HG=F
2003-11-30,0.9899999797344208,HG=F
2003-12-31,1.0429999828338623,HG=F
2004-01-31,1.1481666564941406,HG=F
2004-02-29,1.253333330154419,HG=F
2004-03-31,1.3585000038146973,HG=F
2004-04-30,1.2094999551773071,HG=F
2004-05-31,1.2072499990463257,HG=F
2004-06-30,1.2050000429153442,HG=F
2004-07-31,1.2430000305175781,HG=F
2004-08-31,1.281000018119812,HG=F
2004-09-30,1.399999976158142,HG=F
2004-10-31,1.4214999675750732,HG=F
2004-11-30,1.4429999589920044,HG=F
2004-12-31,1.453000009059906,HG=F
2005-01-31,1.4630000591278076,HG=F
2005-02-28,1.5,HG=F
2005-03-31,1.508999943733215,HG=F
2005-04-30,1.5069999694824219,HG=F
2005-05-31,1.5049999952316284,HG=F
2005-06-30,1.553500056266785,HG=F
2005-07-31,1.624250054359436,HG=F
2005-08-31,1.6950000524520874,HG=F
2005-09-30,1.8014999628067017,HG=F
2005-10-31,1.8960000276565552,HG=F
2005-11-30,2.075000047683716,HG=F
2005-12-31,2.155250072479248,HG=F
2006-01-31,2.2355000972747803,HG=F
2006-02-28,2.185499906539917,HG=F
2006-03-31,2.48799991607666,HG=F
2006-04-30,3.1022499799728394,HG=F
2006-05-31,3.7165000438690186,HG=F
2006-06-30,3.462500095367432,HG=F
2006-07-31,3.609999895095825,HG=F
2006-08-31,3.469000101089477,HG=F
2006-09-30,3.402500033378601,HG=F
2006-10-31,3.3359999656677246,HG=F
2006-11-30,3.171499967575073,HG=F
2006-12-31,2.8774999380111694,HG=F
2007-01-31,2.5834999084472656,HG=F
2007-02-28,2.7330000400543213,HG=F
2007-03-31,3.137250065803528,HG=F
2007-04-30,3.5415000915527344,HG=F
