data,valor,series
2000-08-31,4.78000020980835,NG=F
2000-09-30,4.640000104904175,NG=F
2000-10-31,4.5,NG=F
2000-11-30,6.579999923706055,NG=F
2000-12-31,6.115000009536743,NG=F
2001-01-31,5.650000095367432,NG=F
2001-02-28,5.244999885559082,NG=F
2001-03-31,4.9700000286102295,NG=F
2001-04-30,4.695000171661377,NG=F
2001-05-31,3.9140000343322754,NG=F
2001-06-30,3.6050000190734863,NG=F
2001-07-31,3.2960000038146973,NG=F
2001-08-31,2.380000114440918,NG=F
2001-09-30,2.8355000019073486,NG=F
2001-10-31,3.2909998893737797,NG=F
2001-11-30,2.700999975204468,NG=F
2001-12-31,2.569999933242798,NG=F
2002-01-31,2.150000095367432,NG=F
2002-02-28,2.3550000190734863,NG=F
2002-03-31,3.0600000619888306,NG=F
2002-04-30,3.765000104904175,NG=F
2002-05-31,3.2170000076293945,NG=F
2002-06-30,3.0855000019073486,NG=F
2002-07-31,2.9539999961853027,NG=F
2002-08-31,3.546999931335449,NG=F
2002-09-30,4.139999866485596,NG=F
2002-10-31,4.156000137329102,NG=F
2002-11-30,4.4725000858306885,NG=F
2002-12-31,4.789000034332275,NG=F
2003-01-31,5.605000019073486,NG=F
2003-02-28,8.10099983215332,NG=F
2003-03-31,5.059999942779541,NG=F
2003-04-30,5.385000228881836,NG=F
2003-05-31,5.398000001907349,NG=F
2003-06-30,5.410999774932861,NG=F
2003-07-31,4.7179999351501465,NG=F
2003-08-31,4.773999929428101,NG=F
2003-09-30,4.829999923706055,NG=F
2003-10-31,4.89300012588501,NG=F
2003-11-30,5.541000127792358,NG=F
2003-12-31,6.189000129699707,NG=F
2004-01-31,6.10366678237915,NG=F
2004-02-29,6.018333435058594,NG=F
2004-03-31,5.933000087738037,NG=F
2004-04-30,5.861999988555908,NG=F
2004-05-31,6.008500099182129,NG=F
2004-06-30,6.15500020980835,NG=F
2004-07-31,5.614500045776367,NG=F
2004-08-31,5.073999881744385,NG=F
2004-09-30,6.795000076293945,NG=F
2004-10-31,7.207499980926514,NG=F
2004-11-30,7.619999885559082,NG=F
2004-12-31,6.9704999923706055,NG=F
2005-01-31,6.321000099182129,NG=F
2005-02-28,6.730000019073486,NG=F
2005-03-31,7.652999877929687,NG=F
2005-04-30,7.016000032424927,NG=F
2005-05-31,6.379000186920166,NG=F
2005-06-30,6.980999946594238,NG=F
2005-07-31,9.226500034332275,NG=F
2005-08-31,11.472000122070312,NG=F
2005-09-30,13.92099952697754,NG=F
2005-10-31,12.204999923706056,NG=F
2005-11-30,12.630000114440918,NG=F
2005-12-31,10.973000049591064,NG=F
2006-01-31,9.315999984741213,NG=F
2006-02-28,6.714000225067139,NG=F
2006-03-31,7.210000038146973,NG=F
2006-04-30,6.796999931335449,NG=F
2006-05-31,6.383999824523926,NG=F
2006-06-30,6.085000038146973,NG=F
2006-07-31,8.211000442504883,NG=F
2006-08-31,6.047999858856201,NG=F
2006-09-30,6.790999889373779,NG=F
2006-10-31,7.533999919891357,NG=F
2006-11-30,8.843999862670898,NG=F
2006-12-31,8.255499839782715,NG=F
2007-01-31,7.666999816894531,NG=F
2007-02-28,7.300000190734863,NG=F
2007-03-31,7.581500053405762,NG=F
2007-04-30,7.86299991607666,NG=F
2007-05-31,7.934999942779541,NG=F
2007-06-30,7.062999963760376,NG=F
2007-07-31,6.190999984741211,NG=F
2007-08-31,5.4679999351501465,NG=F
2007-09-30,6.898999929428101,NG=F
2007-10-31,8.329999923706055,NG=F
2007-11-30,7.302000045776367,NG=F
2007-12-31,7.482999801635742,NG=F
2008-01-31,8.074000358581543,NG=F
2008-02-29,9.366000175476074,NG=F
2008-03-31,10.10099983215332,NG=F
2008-04-30,10.843000411987305,NG=F
2008-05-31,12.098000049591064,NG=F
2008-06-30,13.352999687194824,NG=F
2008-07-31,9.119000434875488,NG=F
2008-08-31,8.278500318527222,NG=F
2008-09-30,7.438000202178955,NG=F
2008-10-31,6.7829999923706055,NG=F
2008-11-30,6.202500104904175,NG=F
2008-12-31,5.622000217437744,NG=F
2009-01-31,5.006666819254558,NG=F
2009-02-28,4.391333421071371,NG=F
2009-03-31,3.776000022888184,NG=F
2009-04-30,3.372999906539917,NG=F
2009-05-31,3.603999972343445,NG=F
2009-06-30,3.8350000381469727,NG=F
2009-07-31,3.6530001163482666,NG=F
2009-08-31,2.976999998092652,NG=F
2009-09-30,4.841000080108643,NG=F
2009-10-31,4.8445000648498535,NG=F
2009-11-30,4.8480000495910645,NG=F
2009-12-31,5.572000026702881,NG=F
2010-01-31,5.00433333714803,NG=F
2010-02-28,4.436666647593181,NG=F
2010-03-31,3.86899995803833,NG=F
2010-04-30,3.920000076293945,NG=F
2010-05-31,4.26800012588501,NG=F
2010-06-30,4.616000175476074,NG=F
2010-07-31,4.216000080108643,NG=F
2010-08-31,3.815999984741211,NG=F
2010-09-30,3.871999979019165,NG=F
2010-10-31,4.025999903678894,NG=F
2010-11-30,4.179999828338623,NG=F
2010-12-31,4.40500020980835,NG=F
2011-01-31,4.420000076293945,NG=F
2011-02-28,4.037000179290772,NG=F
2011-03-31,4.388999938964844,NG=F
2011-04-30,4.5274999141693115,NG=F
2011-05-31,4.665999889373779,NG=F
2011-06-30,4.374000072479248,NG=F
2011-07-31,4.21399998664856,NG=F
2011-08-31,4.053999900817871,NG=F
2011-09-30,3.6659998893737793,NG=F
2011-10-31,3.934000015258789,NG=F
2011-11-30,3.549999952316284,NG=F
2011-12-31,3.0264999866485596,NG=F
2012-01-31,2.503000020980835,NG=F
2012-02-29,2.615999937057495,NG=F
2012-03-31,2.450500011444092,NG=F
2012-04-30,2.2850000858306885,NG=F
2012-05-31,2.421999931335449,NG=F
2012-06-30,2.815500020980835,NG=F
2012-07-31,3.2090001106262207,NG=F
2012-08-31,2.799000024795532,NG=F
2012-09-30,3.2454999685287476,NG=F
2012-10-31,3.691999912261963,NG=F
2012-11-30,3.561000108718872,NG=F
2012-12-31,3.3510000705718994,NG=F
2013-01-31,3.33899998664856,NG=F
2013-02-28,3.486000061035156,NG=F
2013-03-31,3.9144999980926514,NG=F
2013-04-30,4.3429999351501465,NG=F
2013-05-31,3.983999967575073,NG=F
2013-06-30,3.715000033378601,NG=F
2013-07-31,3.446000099182129,NG=F
2013-08-31,3.503000020980835,NG=F
2013-09-30,3.559999942779541,NG=F
2013-10-31,3.5810000896453857,NG=F
2013-11-30,3.905500054359436,NG=F
2013-12-31,4.230000019073486,NG=F
2014-01-31,4.942999839782715,NG=F
2014-02-28,4.609000205993652,NG=F
2014-03-31,4.370999813079834,NG=F
2014-04-30,4.815000057220459,NG=F
2014-05-31,4.638000011444092,NG=F
2014-06-30,4.460999965667725,NG=F
2014-07-31,3.8410000801086426,NG=F
2014-08-31,3.9809999465942383,NG=F
2014-09-30,4.120999813079834,NG=F
2014-10-31,3.872999906539917,NG=F
2014-11-30,3.3809999227523804,NG=F
2014-12-31,2.888999938964844,NG=F
2015-01-31,2.8059999942779545,NG=F
2015-02-28,2.7230000495910645,NG=F
